0.000000 0.020587 
0.100000 0.060235 
0.200000 0.126845 
0.300000 0.213182 
0.400000 0.331587 
0.500000 0.471485 
0.600000 0.651576 
0.700000 0.855962 
0.800000 1.112599 
0.900000 1.397276 
1.000000 1.751549 
1.100000 2.138370 
1.200000 2.619385 
1.300000 3.137857 
1.400000 3.785212 
1.500000 4.474639 
1.600000 5.341805 
1.700000 6.254098 
1.800000 7.413031 
1.900000 8.616367 
2.000000 10.163753 
2.100000 11.747292 
2.200000 13.427733 
2.300000 15.379480 
2.400000 16.977602 
2.500000 18.287563 
2.600000 19.360028 
2.700000 20.238055 
2.800000 20.956895 
2.900000 21.545410 
3.000000 22.027227 
3.100000 22.421691 
3.200000 22.744638 
3.300000 23.009035 
3.400000 23.225497 
3.500000 23.402715 
3.600000 23.547802 
3.700000 23.666586 
3.800000 23.763834 
3.900000 23.843451 
4.000000 23.908633 
4.100000 23.961998 
4.200000 24.005688 
4.300000 24.041457 
4.400000 24.070740 
4.500000 24.094715 
4.600000 24.114343 
4.700000 24.130413 
4.800000 24.143569 
4.900000 24.154340 
5.000000 24.163158 
5.100000 24.170378 
5.200000 24.176288 
5.300000 24.181127 
5.400000 24.185089 
5.500000 24.188332 
5.600000 24.190988 
5.700000 24.193161 
5.800000 24.194941 
5.900000 24.196398 
6.000000 24.197591 
6.100000 24.198568 
6.200000 24.199368 
6.300000 24.200022 
6.400000 24.200558 
6.500000 24.200997 
6.600000 24.201356 
6.700000 24.201650 
6.800000 24.201891 
6.900000 24.202088 
7.000000 24.202250 
7.100000 24.202382 
7.200000 24.202490 
7.300000 24.202579 
7.400000 24.202651 
7.500000 24.202710 
7.600000 24.202759 
7.700000 24.202799 
7.800000 24.202831 
7.900000 24.202858 
8.000000 24.202880 
8.100000 24.202898 
8.200000 24.202912 
8.300000 24.202924 
8.400000 24.202934 
8.500000 24.202942 
8.600000 24.202949 
8.700000 24.202954 
8.800000 24.202959 
8.900000 24.202962 
9.000000 24.202965 
9.100000 24.202968 
9.200000 24.202970 
9.300000 24.202971 
9.400000 24.202972 
9.500000 24.202974 
9.600000 24.202974 
9.700000 24.202975 
9.800000 24.202976 
9.900000 24.202976 
